region,PROVINCE,BEINGBULLIED,PERCOMP,PERCOOP,GFOFAIL,EUDMO,SWBP,BELONG,ST207Q01HA,ST207Q02HA,ST207Q03HA,ST207Q04HA,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q04TA,SC017Q01NA,SC017Q03NA,SC161Q01SA
Region IX,Zamboanga del Sur,-0.7823,-0.6142,-0.9391,-0.2006,0.2621,1.2386,-0.8273,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.1625,-0.6142,-0.9391,1.8905,0.2621,0.1869,-0.0358,1.0,3.0,4.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.203,0.202,-0.8357,1.1422,0.9269,-0.5928,-1.5902,3.0,4.0,4.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,2.9705,0.6912,-0.8357,-0.687,0.2621,1.2386,-0.9115,1.0,4.0,4.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,,,,-0.3799,0.2621,0.5012,-0.9879,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,1.1318,0.0866,-0.1855,-0.2006,-0.1652,1.2386,-0.9131,3.0,3.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,2.07,-0.6142,1.6762,-0.2459,1.7411,1.2386,0.2929,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,3.8591,1.4734,1.6762,1.8905,1.7411,1.2386,-1.2605,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,1.8016,-0.6142,-0.9391,-0.2006,0.2621,-1.1176,-0.3184,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,,,,-0.8645,,-0.917,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,1.7056,-1.4753,-1.4801,-0.4342,0.2621,0.7301,0.6653,1.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,3.8591,-0.6142,0.6012,-0.3799,-0.3121,-0.5928,0.0834,1.0,1.0,1.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,0.8233,-1.9892,-1.807,-0.0845,-2.1464,1.2386,-0.9851,1.0,1.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.07,-0.6142,0.6012,-0.687,-0.9827,-0.5928,-0.6659,2.0,2.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.07,0.6912,0.6012,-0.687,-0.9827,1.2386,-0.3184,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.2327,1.4734,1.3256,-1.2792,0.7522,,2.7249,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,,,,-0.4678,0.2621,-0.5928,0.472,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,2.1379,0.2865,-0.0682,0.4637,0.2621,0.7301,-0.1939,3.0,3.0,4.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,-0.7823,0.6912,0.6012,-1.8939,1.7411,0.1869,-0.1849,1.0,1.0,1.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,,,-0.687,-0.9827,0.7301,-1.3247,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,-0.7823,-1.9892,1.6762,0.052,1.7411,0.7301,2.7249,3.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.07,0.6912,0.6012,0.1097,0.2621,1.2386,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.5346,-0.8402,-0.0169,-0.3009,-0.0488,-1.1889,-0.9413,3.0,2.0,3.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.1625,0.6912,0.6012,-1.2319,-2.1464,-0.5928,-0.5878,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.896,1.2186,1.2992,-0.2006,1.7411,0.7301,-1.1247,4.0,3.0,1.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,1.1625,-0.043,-0.1855,1.8905,1.348,0.4094,-0.5994,3.0,3.0,2.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,0.2308,0.3674,-0.9391,0.4637,-2.1464,0.0769,-1.0614,3.0,3.0,1.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,,,,-0.2006,0.2621,1.2386,-0.1784,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,1.1928,,-1.6004,1.8905,1.348,,-0.5994,2.0,,1.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,1.8633,0.6912,0.6012,-0.0845,-2.1464,0.7301,-0.3267,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,0.2907,-1.2276,,-0.3288,0.8126,0.1038,1.4685,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,2.3772,0.6912,-0.8357,-0.6133,1.7411,-0.5928,-0.6765,1.0,1.0,3.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,2.4601,0.6912,-0.9391,-0.7985,0.7845,1.2386,-0.3184,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,0.8233,0.202,-1.6004,0.5428,-0.6232,0.4094,-1.2219,3.0,1.0,1.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,-0.7823,0.6912,0.6012,0.4637,0.2621,1.2386,0.2819,4.0,4.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.07,-0.6142,-0.9391,0.9606,0.8126,-0.5928,-0.3184,2.0,2.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.1625,0.6912,0.6012,-0.4342,1.7411,0.3385,0.0348,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,1.1625,-0.043,-0.4213,-0.6133,-0.8645,0.7301,-1.07,2.0,3.0,2.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,1.1318,,-1.6004,0.176,-1.593,-2.1239,-0.619,1.0,2.0,1.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.1379,-0.043,-0.2814,0.4637,-0.1652,,0.0348,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,,,,0.8207,0.2621,-0.5928,-0.8273,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,-0.7823,0.6912,0.6012,0.4637,0.2621,-0.1064,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,-0.7823,-0.2759,1.6762,-1.8939,1.7411,1.2386,2.7249,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.1625,-0.1532,0.6012,,0.5454,,-0.2276,2.0,2.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,,,0.4637,-0.3121,-0.5928,-0.9879,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,-0.7823,-0.6142,-0.9391,1.1422,1.7411,-0.5928,0.5251,3.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,,,,1.8905,1.7411,-1.566,-0.2444,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,,,0.1097,0.2621,-0.5928,-0.7386,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,,0.0866,,-1.8939,1.7411,1.2386,0.2143,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.8633,0.6912,1.6762,1.8905,1.7411,1.2386,0.8801,3.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,0.8233,0.6912,-0.2119,-0.2006,-1.4829,-1.902,-1.2083,3.0,3.0,,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,-0.7823,-0.6142,0.6012,0.4637,-0.9827,0.1869,-0.9879,3.0,3.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,,,,0.4637,1.7411,1.2386,-0.3184,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,2.07,-0.6142,-0.9391,0.4637,0.2621,0.1869,-0.4586,2.0,2.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,-0.7823,0.2865,-0.1855,0.4637,-0.1652,1.2386,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.2618,-0.6142,-0.1855,,0.2621,0.1038,-0.445,2.0,2.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.2618,-0.043,-0.9391,0.8794,0.5454,0.7301,-0.4199,2.0,3.0,1.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,,,,1.8905,1.1963,-0.5928,-0.2141,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
